,timestamp,processId,parentProcessId,userId,mountNamespace,eventId,argsNum,returnValue
148949,556.299575,1,1,0,0,5,2,0
124259,460.323776,1,1,0,1,1005,4,0
168655,652.642096,1,1,0,0,5,2,0
47206,139.572483,1,1,0,0,3,1,0
33924,136.739096,1,1,0,0,21,2,-1
100903,403.184968,1,1,0,0,3,1,0
74593,146.765773,1,1,0,0,5,2,0
22857,134.494467,1,1,0,0,3,1,0
43816,139.372682,1,1,0,0,5,2,0
144691,545.544981,1,1,0,0,257,4,1
13380,133.391705,1,1,0,0,3,1,0
16413,133.755648,1,1,0,0,3,1,0
93847,396.790648,1,1,0,1,3,1,0
25302,134.92273,1,1,0,0,5,2,0
99940,400.802603,1,1,0,0,3,1,0
162343,651.744947,1,1,0,0,257,4,1
30129,136.001737,1,1,0,0,5,2,0
148184,556.115546,1,1,0,0,3,1,0
17894,133.92664,1,1,0,0,3,1,0
27797,135.243959,1,1,0,0,257,4,1
85828,272.286762,1,1,0,1,4,2,0
34315,136.810296,1,1,0,0,257,4,1
149660,556.480372,1,1,0,0,257,4,1
70779,146.256776,1,1,0,0,257,4,1
71892,146.444617,1,1,0,0,3,1,0
90982,335.973377,1,1,0,1,4,2,0
65187,144.308903,1,1,0,0,5,2,0
65507,144.327774,1,1,0,0,3,1,0
82672,210.158666,1,1,0,1,257,4,1
137194,543.513318,1,1,0,0,5,2,0
30335,136.045728,1,1,0,0,257,4,1
175858,674.240078,1,1,0,0,5,2,0
18553,133.994655,1,1,0,0,257,4,1
101729,403.34857,1,1,0,0,3,1,0
111178,412.372686,1,1,0,0,21,2,-1
44139,139.412366,1,1,0,0,3,1,0
75464,146.819452,1,1,0,0,21,2,-1
91730,344.907746,1,1,0,1,5,2,0
129971,531.569209,1,1,0,1,3,1,0
39293,138.799423,1,0,0,1,1005,4,0
26836,135.154602,1,1,0,0,257,4,1
121693,413.783511,1,1,0,0,6,2,0
154350,583.331633,1,1,0,1,3,1,0
183482,709.102881,1,1,0,1,1005,4,0
45905,139.525184,1,1,0,0,3,1,0
172550,652.907885,1,1,0,0,3,1,0
184256,709.229229,1,1,0,1,257,4,1
24336,134.726937,1,1,0,0,3,1,0
38319,137.474747,1,1,0,0,6,2,0
25335,134.929229,1,1,0,0,257,4,1
112667,412.540109,1,1,0,0,3,1,0
9972,132.641782,1,1,0,0,3,1,0
4613,129.572408,1,1,0,0,3,1,0
73563,146.698533,1,1,0,0,5,2,0
13083,133.334227,1,1,0,0,3,1,0
121151,413.68082,1,1,0,0,3,1,0
119258,413.452928,1,1,0,0,21,2,0
160568,651.23842,1,1,0,0,257,4,-1
134809,543.166164,1,1,0,0,5,2,0
119976,413.537629,1,1,0,0,257,4,1
76991,147.906879,1,1,0,1,3,1,0
142095,544.26539,1,1,0,0,257,4,1
183350,709.084952,1,1,0,1,3,1,0
87546,273.814003,1,1,0,1,257,4,1
92124,344.972876,1,1,0,1,3,1,0
56289,143.002866,1,1,0,0,1005,4,0
145539,545.59774,1,1,0,0,5,2,0
90614,335.915732,1,1,0,1,5,2,0
144178,544.824802,1,1,0,0,257,4,1
99070,398.360506,1,1,0,0,3,1,0
82733,210.164963,1,1,0,1,3,1,0
165537,652.241375,1,1,0,0,257,4,1
130158,531.615993,1,1,0,1,4,2,0
93234,396.68588,1,1,0,1,3,1,0
185210,718.12759,1,1,0,1,257,4,1
139182,543.932031,1,1,0,0,6,2,0
8238,130.163314,1,1,0,0,3,1,0
27233,135.19219,1,1,0,0,3,1,0
7594,130.091931,1,1,0,0,5,2,0
1740,128.930559,1,1,0,0,257,4,1
182413,707.66582,1,1,0,1,257,4,1
28062,135.706695,1,0,0,0,4,2,-1
167811,652.574481,1,1,0,0,3,1,0
60873,143.498866,1,1,0,0,257,4,-1
147085,555.781033,1,1,0,0,21,2,-1
34293,136.805131,1,1,0,0,3,1,0
97727,398.191653,1,1,0,0,257,4,1
125428,461.080765,1,1,0,0,5,2,0
139935,544.014158,1,1,0,0,3,1,0
50711,141.802415,1,1,0,0,257,4,1
88599,282.829659,1,1,0,1,1005,4,0
188512,777.854375,0,0,0,1,257,4,1
10908,132.886822,1,1,0,0,21,2,-1
181211,676.00904,1,1,0,0,3,1,0
170121,652.730608,1,1,0,0,257,4,1
52172,141.919838,1,1,0,0,257,4,1
161357,651.520712,1,1,0,0,5,2,0
179337,675.941956,1,1,0,0,3,1,0
104288,406.432665,1,1,0,0,3,1,0
44828,139.456831,1,1,0,0,5,2,0
89748,334.507225,1,1,0,1,3,1,0
103448,406.261298,1,1,0,0,257,4,1
179526,675.950216,1,1,0,0,257,4,1
107581,411.935559,1,1,0,0,21,2,0
184203,709.216068,1,1,0,1,257,4,1
152842,556.929066,1,1,0,0,1005,4,0
119186,413.445228,1,1,0,0,3,1,0
42712,139.201469,1,1,0,0,6,2,0
105197,407.158009,1,1,0,1,1005,4,0
182835,707.726302,1,1,0,1,1005,4,0
5364,129.6754,1,1,0,0,257,4,1
19412,134.069828,1,1,0,0,3,1,0
109516,412.215346,1,1,0,0,5,2,0
5227,129.655906,1,1,0,0,3,1,0
2912,129.189603,1,1,0,0,21,2,-1
105159,407.15052,1,1,0,1,3,1,0
175353,673.978588,1,1,0,0,257,4,1
109892,412.251226,1,1,0,0,5,2,0
167905,652.584846,1,1,0,0,257,4,1
85499,253.338277,1,0,0,1,4,2,0
79262,158.33351,1,1,0,1,5,2,0
80881,158.854087,1,1,0,0,5,2,0
99541,398.453554,1,1,0,0,5,2,0
148776,556.259425,1,1,0,0,3,1,0
53519,141.971551,1,1,0,0,5,2,0
10912,132.887925,1,1,0,0,5,2,0
118218,413.33104,1,1,0,0,3,1,0
160915,651.354626,1,1,0,0,3,1,0
33012,136.56072,1,1,0,0,1005,4,0
111095,412.3659,1,1,0,0,5,2,0
31512,136.314644,1,1,0,0,3,1,0
77824,148.034698,1,1,0,1,257,4,1
183374,709.087567,1,1,0,1,3,1,0
111208,412.376627,1,0,0,0,1003,1,0
164738,652.144597,1,1,0,0,257,4,-1
118313,413.333426,1,1,0,0,257,4,1
5562,129.718032,1,1,0,0,5,2,0
126026,469.353958,1,1,0,1,257,4,1
15553,133.668701,1,1,0,0,5,2,0
163209,651.924445,1,1,0,0,21,2,-1
95498,397.315747,1,1,0,0,5,2,0
57614,143.213057,1,1,0,0,3,1,0
157419,645.433189,1,1,0,1,257,4,1
74462,146.758293,1,1,0,0,5,2,0
47522,141.454654,1,0,1,1,6,2,-1
91248,336.014132,1,1,0,1,3,1,0
95019,397.209162,1,1,0,0,3,1,0
56734,143.074403,1,1,0,0,21,2,0
175278,673.976623,1,1,0,0,257,4,1
78006,149.450971,1,1,0,1,5,2,0
68265,144.457091,1,1,0,0,5,2,0
117818,413.279591,1,1,0,0,3,1,0
115698,412.894201,1,1,0,0,3,1,0
150167,556.596511,1,1,0,0,257,4,1
109204,412.184636,1,1,0,0,257,4,-1
99645,398.474335,1,1,0,0,1005,4,0
112591,412.525469,1,1,0,0,1005,4,0
27741,135.240523,1,1,0,0,257,4,1
96787,398.098236,1,1,0,0,5,2,0
128820,522.58372,1,1,0,1,1005,4,0
132775,542.738638,1,1,0,0,257,4,1
146006,545.62673,1,1,0,0,5,2,0
142420,544.305828,1,1,0,0,3,1,0
181943,676.037408,1,1,0,0,3,1,0
106889,411.6686,1,1,0,0,6,2,0
107443,411.892428,1,1,0,0,21,2,0
103654,406.307748,1,1,0,0,21,2,-1
80143,158.477012,1,1,0,1,257,4,1
159379,647.008366,1,1,0,1,1005,4,0
139145,543.931097,1,1,0,0,257,4,-1
91420,336.042056,1,0,0,0,41,3,1
68405,144.462435,1,1,0,0,257,4,1
153753,583.23127,1,1,0,1,1004,3,0
138921,543.901119,1,1,0,0,3,1,0
24825,134.80965,1,1,0,0,6,2,0
99075,398.360814,1,1,0,0,3,1,0
96941,398.114913,1,1,0,1,257,4,1
88637,282.83341,1,1,0,1,3,1,0
65662,144.335755,1,1,0,0,1005,4,0
93869,396.792626,1,1,0,1,257,4,1
114921,412.813206,1,1,0,0,3,1,0
72921,146.619297,1,1,0,0,3,1,0
170911,652.777076,1,1,0,0,5,2,0
64725,144.25249,1,1,0,0,1003,1,0
143251,544.468732,1,1,0,0,3,1,0
23601,134.629923,1,1,0,0,5,2,0
41947,139.082039,1,1,0,0,257,4,1
36404,137.129159,1,1,0,0,257,4,1
96995,398.117958,1,1,0,0,5,2,0
173197,653.473097,1,1,0,0,257,4,1
64251,144.183754,1,1,0,0,5,2,0
75847,146.832404,1,1,0,0,87,1,-1
113582,412.658205,1,1,0,0,21,2,-1
6092,129.840435,1,0,0,0,1003,1,0
60105,143.463242,1,0,0,0,1003,1,0
184657,718.03619,1,1,0,1,257,4,1
121098,413.67946,1,1,0,0,257,4,-1
168563,652.636755,1,1,0,0,3,1,0
185246,718.131051,1,1,0,1,1005,4,0
124933,460.438812,1,1,0,1,1005,4,0
52055,141.912843,1,1,0,0,5,2,0
182397,707.660562,1,1,0,1,3,1,0
16437,133.758319,1,1,0,0,5,2,0
83773,211.59021,1,1,0,1,3,1,0
99192,398.380926,1,1,0,0,3,1,0
76552,146.855095,1,1,0,0,257,4,1
66789,144.397707,1,1,0,0,3,1,0
66883,144.403413,1,1,0,0,3,1,0
133342,542.8974,1,1,0,0,5,2,0
176494,674.49305,1,1,0,0,257,4,1
103672,406.310994,1,1,0,0,3,1,0
30650,136.128508,1,1,0,0,5,2,0
1229,128.809883,1,1,0,0,5,2,0
170376,652.746241,1,1,0,0,3,1,0
172884,653.381763,1,1,0,0,3,1,0
125695,469.308189,1,1,0,1,257,4,1
89025,282.901064,1,1,0,1,1005,4,0
46046,139.533166,1,1,0,0,3,1,0
80160,158.478736,1,1,0,1,257,4,1
8759,130.215431,1,1,0,0,257,4,1
34305,136.809337,1,1,0,0,257,4,1
120195,413.562021,1,1,0,0,3,1,0
130939,542.106677,1,1,0,0,5,2,0
66734,144.395048,1,1,0,0,3,1,0
20605,134.155462,1,1,0,0,3,1,0
21097,134.191092,1,1,0,0,3,1,0
133639,542.955238,1,1,0,0,87,1,-1
101441,403.295586,1,0,0,0,1003,1,0
111820,412.427595,1,1,0,0,3,1,0
142744,544.341049,1,1,0,0,257,4,1
182148,707.627311,1,1,0,1,1005,4,0
31972,136.407956,1,0,0,0,1003,1,0
143520,544.537631,1,1,0,0,257,4,1
52889,141.950583,1,0,0,0,1003,1,0
63928,144.134863,1,1,0,0,5,2,0
53273,141.964201,1,1,0,0,1005,4,0
79566,158.384542,1,1,0,1,1005,4,0
44247,139.421554,1,1,0,0,21,2,-1
72165,146.49797,1,1,0,0,21,2,-1
162103,651.71253,1,1,0,0,257,4,-1
157027,593.847187,1,1,0,1,4,2,0
159979,650.996752,1,1,0,0,21,2,0
29702,135.948528,1,1,0,0,6,2,0
187646,773.100251,0,0,0,1,4,2,0
35508,136.980163,1,1,0,0,257,4,1
129400,531.498183,1,1,0,1,1005,4,0
66579,144.386112,1,1,0,0,3,1,0
183027,707.757172,1,1,0,1,3,1,0
42807,139.214532,1,1,0,0,87,1,-1
173509,653.494248,1,1,0,0,1005,4,0
72625,146.576978,1,1,0,0,3,1,0
83444,211.535861,1,1,0,1,1005,4,0
69533,146.138334,1,0,0,1,1003,1,0
106326,411.424784,1,1,0,0,3,1,0
44746,139.453182,1,1,0,0,3,1,0
169395,652.682513,1,1,0,0,257,4,1
10740,132.844141,1,1,0,0,257,4,1
160092,651.028687,1,1,0,0,3,1,0
127936,521.188632,1,1,0,1,3,1,0
20495,134.147916,1,1,0,0,5,2,0
162500,651.794433,1,1,0,0,257,4,1
21478,134.208997,1,1,0,0,257,4,1
67579,144.432175,1,1,0,0,5,2,0
216,128.571262,1,0,0,1,1005,4,0
186084,766.389663,0,0,0,1,3,1,0
141100,544.148048,1,1,0,0,257,4,1
27567,135.23174,1,1,0,0,257,4,1
142851,544.357128,1,1,0,0,257,4,1
124364,460.339198,1,1,0,1,257,4,1
77766,148.02913,1,1,0,1,4,2,0
96658,398.081931,1,1,0,0,5,2,0
48381,141.533044,1,0,0,1,1006,1,0
89806,334.515132,1,1,0,1,1005,4,0
115000,412.830582,1,1,0,0,257,4,1
65811,144.347232,1,1,0,0,5,2,0
160064,651.02799,1,1,0,0,257,4,1
187370,773.068274,1,0,0,1,257,4,-1
31702,136.355103,1,1,0,0,257,4,1
144543,545.54042,1,1,0,0,257,4,1
33499,136.650923,1,1,0,0,257,4,1
188907,778.138786,1,0,0,1,3,1,0
164479,652.112777,1,1,0,0,3,1,0
146928,548.952074,1,1,0,0,3,1,0
134903,543.177849,1,1,0,0,257,4,1
66963,144.407392,1,1,0,0,6,2,0
88778,282.857876,1,1,0,1,4,2,0
9189,130.242608,1,1,0,0,5,2,0
168690,652.644021,1,1,0,0,257,4,1
130593,541.429809,1,1,0,0,257,4,1
105603,407.219897,1,1,0,1,4,2,0
13033,133.326465,1,1,0,0,257,4,1
43756,139.364448,1,1,0,0,257,4,1
130446,541.400895,1,0,0,0,4,2,0
150463,556.658008,1,1,0,0,257,4,1
54373,142.00258,1,1,0,0,257,4,1
185479,747.199017,1,0,0,0,3,1,0
23862,134.65995,1,1,0,0,5,2,0
169199,652.673102,1,1,0,0,3,1,0
10642,132.820876,1,1,0,0,21,2,0
170743,652.766586,1,1,0,0,257,4,1
152331,556.896656,1,1,0,0,257,4,-1
46741,139.557247,1,1,0,0,3,1,0
21744,134.243467,1,1,0,0,257,4,1
36909,137.233087,1,1,0,0,257,4,1
159163,646.974552,1,1,0,1,257,4,1
10668,132.825638,1,1,0,0,3,1,0
2811,129.168095,1,1,0,0,1003,1,0
73493,146.694954,1,1,0,0,3,1,0
65006,144.295349,1,1,0,0,3,1,0
104420,406.456726,1,1,0,0,21,2,-1
19341,134.065352,1,1,0,0,257,4,1
5740,129.758927,1,1,0,0,87,1,-1
118062,413.298073,1,1,0,0,257,4,1
169691,652.70507,1,1,0,0,257,4,1
91519,336.059715,1,1,0,1,257,4,1
121908,414.160849,1,1,0,0,3,1,0
101688,403.340808,1,1,0,0,21,2,0
21514,134.212424,1,1,0,0,3,1,0
42026,139.095855,1,1,0,0,257,4,1
153556,556.972122,1,1,0,0,21,2,0
76811,147.872827,1,1,0,1,257,4,1
134616,543.132963,1,1,0,0,21,2,0
36646,137.179688,1,1,0,0,257,4,1
97806,398.196311,1,1,0,1,3,1,0
119824,413.517556,1,1,0,0,257,4,1
38794,137.525641,1,1,0,0,3,1,0
21464,134.208157,1,1,0,0,5,2,0
165009,652.172312,1,1,0,0,3,1,0
20689,134.160564,1,1,0,0,5,2,0
173891,655.898,1,1,0,1,257,4,1
114213,412.73559,1,1,0,0,257,4,1
270674,478.857259,1,1,1,1,42,3,-1
112837,412.56558,1,1,0,0,3,1,0
120702,413.61827,1,1,0,0,257,4,1
153482,556.968184,1,1,0,0,3,1,0
166354,652.330657,1,1,0,0,21,2,0
128734,522.565668,1,1,0,1,257,4,1
181611,676.021818,1,1,0,0,3,1,0
121406,413.724148,1,1,0,0,3,1,0
5687,129.744678,1,1,0,0,5,2,0
93779,396.776837,1,1,0,1,257,4,1
36046,137.055655,1,1,0,0,5,2,0
158314,645.574027,1,1,0,1,3,1,0
108089,412.046906,1,0,0,0,4,2,0
79365,158.349504,1,1,0,1,5,2,0
112843,412.565736,1,1,0,0,3,1,0
130276,531.642902,1,1,0,1,257,4,1
2422,129.080834,1,1,0,0,5,2,0
116636,413.063863,1,1,0,0,3,1,0
147555,555.947843,1,1,0,0,1005,4,0
47214,139.57267,1,1,0,0,21,2,0
169732,652.709495,1,1,0,0,21,2,0
115148,412.841849,1,1,0,0,257,4,1
134883,543.169727,1,1,0,0,257,4,1
10959,132.899447,1,1,0,0,3,1,0
55271,142.029003,1,1,0,0,5,2,0
42710,139.200572,1,1,0,0,257,4,1
87014,273.728845,1,1,0,1,3,1,0
134040,543.02422,1,1,0,0,5,2,0
94801,397.167242,1,1,0,0,5,2,0
126256,469.396283,1,1,0,1,257,4,1
63516,144.076045,1,1,0,0,5,2,0
157035,593.848,1,1,0,1,257,4,1
183703,709.136919,1,1,0,1,257,4,1
55880,142.921887,1,1,0,0,5,2,0
43963,139.390582,1,1,0,0,1005,4,0
103676,406.311355,1,1,0,0,5,2,0
143820,544.80616,1,1,0,0,257,4,1
52103,141.915535,1,1,0,0,257,4,1
177650,674.833358,1,1,0,0,257,4,1
75195,146.805921,1,1,0,0,3,1,0
67679,144.436868,1,1,0,0,3,1,0
143449,544.535862,1,1,0,0,5,2,0
138050,543.749218,1,1,0,0,257,4,1
109891,412.251203,1,1,0,0,257,4,1
109063,412.170519,1,1,0,0,157,5,0
83758,211.587239,1,1,0,1,1005,4,0
7092,130.024627,1,1,0,0,3,1,0
26099,135.06098,1,1,0,0,257,4,1
156916,593.827232,1,1,0,1,3,1,0
163981,652.056984,1,1,0,0,257,4,1
39408,138.810157,1,0,1,1,257,4,-1
120367,413.587046,1,1,0,0,257,4,1
159669,650.863776,1,1,0,0,257,4,1
129803,531.552662,1,1,0,1,257,4,1
92492,345.028419,1,1,0,1,1005,4,0
100125,403.026261,0,0,0,1,257,4,1
150216,556.60733,1,1,0,0,3,1,0
21349,134.203235,1,1,0,0,3,1,0
162599,651.814642,1,1,0,0,257,4,1
188659,778.049498,0,0,0,1,257,4,1
149991,556.558915,1,1,0,0,257,4,1
111078,412.365485,1,1,0,0,257,4,1
17832,133.920165,1,1,0,0,3,1,0
19484,134.075483,1,1,0,0,3,1,0
120463,413.599768,1,1,0,0,21,2,0
139814,544.006609,1,1,0,0,3,1,0
83557,211.554367,1,1,0,1,4,2,0
43694,139.356503,1,1,0,0,257,4,1
11306,132.995262,1,1,0,0,5,2,0
175844,674.234769,1,1,0,0,3,1,0
130087,531.600207,1,1,0,1,3,1,0
13398,133.394457,1,1,0,0,257,4,1
96492,397.501992,1,1,0,0,1003,1,0
135181,543.207694,1,0,0,0,1003,1,0
5025,129.633184,1,1,0,0,257,4,1
45859,139.522439,1,1,0,0,5,2,0
129198,522.642558,1,1,0,1,257,4,1
172556,652.908152,1,1,0,0,3,1,0
104282,406.430658,1,1,0,0,3,1,0
11207,132.972731,1,1,0,0,257,4,1
56101,142.97496,1,1,0,0,3,1,0
78766,149.473458,1,1,0,1,4,2,0
157471,645.440199,1,1,0,1,5,2,0
49983,141.700553,1,1,0,0,257,4,1
171266,652.79737,1,1,0,0,257,4,1
174300,655.939646,1,1,0,1,1005,4,0
10578,132.806626,1,1,0,0,257,4,-1
175074,673.902388,1,1,0,0,3,1,0
150355,556.63827,1,1,0,0,257,4,1
104428,406.457466,1,1,0,0,21,2,0
15143,133.633395,1,1,0,0,3,1,0
163627,652.008797,1,1,0,0,3,1,0
113790,412.680645,1,1,0,0,257,4,1
2974,129.201225,1,1,0,0,257,4,1
73525,146.69657,1,1,0,0,3,1,0
27875,135.248125,1,1,0,0,3,1,0
57063,143.127728,1,1,0,0,21,2,0
70347,146.19425,0,0,0,1,3,1,0
20266,134.132939,1,1,0,0,5,2,0
98885,398.323557,1,1,0,0,3,1,0
25645,134.983892,1,1,0,0,3,1,0
13875,133.494061,1,1,0,0,21,2,-1
72890,146.615772,1,1,0,0,5,2,0
180692,675.991184,1,1,0,0,3,1,0
94372,397.063725,1,1,0,0,21,2,-1
61492,143.525405,1,1,0,0,5,2,0
161990,651.685388,1,1,0,0,5,2,0
45556,139.506611,1,1,0,0,3,1,0
36549,137.161525,1,1,0,0,3,1,0
97875,398.201552,1,1,0,0,3,1,0
71464,146.387588,1,1,0,0,3,1,0
42361,139.156481,1,1,0,0,257,4,1
66971,144.407878,1,1,0,0,21,2,-1
2323,129.058491,1,1,0,0,3,1,0
56681,143.066839,1,1,0,0,3,1,0
51565,141.887899,1,1,0,0,257,4,1
148938,556.296411,1,1,0,0,257,4,1
82479,210.129319,1,1,0,1,257,4,1
137615,543.645039,1,1,0,0,3,1,0
15148,133.633707,1,1,0,0,5,2,0
175356,673.978652,1,1,0,0,3,1,0
38222,137.465299,1,1,0,0,5,2,0
115097,412.840545,1,1,0,0,5,2,0
8876,130.224594,1,1,0,0,3,1,0
101608,403.326733,1,1,0,0,257,4,1
13789,133.480166,1,1,0,0,257,4,1
68738,146.062748,1,0,0,1,1005,4,0
48208,141.514736,1,0,0,1,1005,4,0
318176,488.104401,1,1,1,1,42,3,-1
50828,141.817515,1,1,0,0,3,1,0
68522,145.204798,1,0,0,0,1005,4,0
63529,144.077682,1,1,0,0,3,1,0
121282,413.700706,1,1,0,0,5,2,0
89562,334.47876,1,1,0,1,4,2,0
173176,653.471745,1,1,0,0,5,2,0
139527,543.975317,1,1,0,0,3,1,0
72903,146.616932,1,1,0,0,5,2,0
69443,146.134881,1,0,0,1,3,1,0
176607,674.527845,1,1,0,0,5,2,0
155811,584.823783,1,1,0,1,1005,4,0
149729,556.494779,1,1,0,0,87,1,-1
177806,674.853821,1,1,0,0,5,2,0
55965,142.950985,1,1,0,0,21,2,-1
33486,136.649487,1,1,0,0,3,1,0
138142,543.765338,1,1,0,0,5,2,0
126070,469.363115,1,1,0,1,257,4,1
99066,398.360241,1,1,0,0,5,2,0
146944,548.956158,1,1,0,0,3,1,0
46555,139.550135,1,1,0,0,21,2,0
182018,679.965879,1,1,0,0,1010,0,0
146849,545.679839,1,1,0,0,1005,4,0
18512,133.990747,1,1,0,0,3,1,0
35224,136.943752,1,1,0,0,5,2,0
185203,718.126713,1,1,0,1,257,4,1
124458,460.352778,1,1,0,1,3,1,0
108862,412.148308,1,1,0,0,21,2,0
84929,220.623827,1,1,0,1,4,2,0
15914,133.702366,1,1,0,0,3,1,0
106651,411.605651,1,1,0,0,257,4,-1
185264,718.136606,1,1,0,1,3,1,0
186967,771.35472,1,1,0,1,1005,4,0
136094,543.314287,1,1,0,0,3,1,0
177728,674.851921,1,1,0,0,5,2,0
32409,136.470558,1,1,0,0,5,2,0
23078,134.539009,1,1,0,0,3,1,0
111926,412.438585,1,1,0,0,5,2,0
116985,413.12689,1,1,0,0,3,1,0
34459,136.836783,1,1,0,0,5,2,0
44501,139.440065,1,1,0,0,5,2,0
105262,407.167318,1,1,0,1,3,1,0
122000,414.167395,1,1,0,0,257,4,1
97782,398.194972,1,1,0,0,257,4,1
173031,653.446386,1,1,0,0,257,4,1
143868,544.807452,1,1,0,0,3,1,0
83348,211.523481,1,1,0,1,1005,4,0
51410,141.871086,1,1,0,0,3,1,0
183471,709.101699,1,1,0,1,3,1,0
19827,134.101063,1,1,0,0,5,2,0
97096,398.129732,1,1,0,1,1005,4,0
9255,130.247829,1,1,0,0,21,2,-1
129242,522.657062,1,1,0,1,3,1,0
54634,142.01024,1,1,0,0,3,1,0
150302,556.627748,1,1,0,0,257,4,-1
177913,674.891138,1,1,0,0,3,1,0
32359,136.466313,1,1,0,0,5,2,0
93874,396.793219,1,1,0,1,3,1,0
21498,134.2114,1,1,0,0,6,2,0
89992,334.545181,1,1,0,1,4,2,0
157401,645.424366,1,1,0,1,3,1,0
161476,651.544965,1,1,0,0,5,2,0
49185,141.581781,1,0,0,1,1003,1,0
174142,655.921949,1,1,0,1,3,1,0
171821,652.833852,1,1,0,0,5,2,0
56584,143.050926,1,1,0,0,3,1,0
108982,412.163304,1,1,0,0,3,1,0
